p_code,p_name,p_day,rev_25,hc_25,rev_26,hc_26,rev_diff,rev_pct,status,pday_bucket
OUT1519,[항공권] 국제선/국내선 DL 항공,1,197070.56,138.0,144178.77,91.0,-52891.79000000001,-26.839011367299108,동시운영,당일
OUT1520,"<span style=""color:#014099;""><strong>[전지역출발]</span><span style=""color:#ff0000;"">[품격]</span></strong> [유럽의 품격] 2025 서유럽 4국 11일_영국·프랑스·스위스·이탈리아",11,142998.51,32.0,0.0,0.0,-142998.51,-100.0,단종(작년만),4박+
OUT1520,"<span style=""color:#014099;""><strong>[전지역출발]</span><span style=""color:#ff0000;"">[품격]</span></strong> [유럽의 품격] 2026 서유럽 4국 11일 (영국·프랑스·스위스·이탈리아)",11,0.0,0.0,275722.89,62.0,275722.89,100.0,신규(올해만),4박+
OUT1520,"<span style=""color:#014099;""><strong>[전지역출발]</span><span style=""color:#ff0000;"">[품격]</span></strong> [유럽의 품격] 2026 서유럽 4국 11일_영국·프랑스·스위스·이탈리아",11,0.0,0.0,12799.43,3.0,12799.43,100.0,신규(올해만),4박+
OUT1526,"<span style=""color:#014099;""><strong>[전지역출발]</span><span style=""color:#ff0000;""> [품격]</span></strong> [파노라마 in 북유럽] 북유럽 4국 10일 (덴마크·노르웨이·스웨덴·핀란드)",10,0.0,0.0,285252.45,58.0,285252.45,100.0,신규(올해만),4박+
OUT1526,"<span style=""color:#014099;""><strong>[전지역출발]</span><span style=""color:#ff0000;""> [품격]</span></strong>[파노라마 in 북유럽]북유럽 4국 10일_덴마크·노르웨이·스웨덴·핀란드",10,120621.01000000001,24.0,10283.46,2.0,-110337.55000000002,-91.4745698116771,동시운영,4박+
OUT1575,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>캐리비안 바하마 크루즈 7박 8일",8,0.0,0.0,9212.0,4.0,9212.0,100.0,신규(올해만),4박+
OUT1640,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> NEW코스타리카 5박6일",6,28473.06,16.0,0.0,0.0,-28473.06,-100.0,단종(작년만),4박+
OUT1642,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>2024년 차 병원 건강검진",1,2000.0,1.0,0.0,0.0,-2000.0,-100.0,단종(작년만),당일
OUT1647,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>코카서스 3국(아제르바이잔, 조지아, 아르메니아)_12일",12,55740.91,19.0,0.0,0.0,-55740.91,-100.0,단종(작년만),4박+
OUT1654,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [산토리니1박/항공이동/월드체인 호텔 포함] 튀르키예(터키) 그리스 12일&13일",13,78511.32,21.0,0.0,0.0,-78511.32,-100.0,단종(작년만),4박+
OUT1654,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [산토리니1박·항공이동·월드체인 호텔 포함] 튀르키예(터키)+그리스 12일&13일",13,0.0,0.0,165441.27,40.0,165441.27,100.0,신규(올해만),4박+
OUT1676,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 일본 완전정복 10일",10,71777.8,20.0,0.0,0.0,-71777.8,-100.0,단종(작년만),4박+
OUT1751,"<span style=""color:#1E90FF;""><strong>[전지역출발]</strong></span>다원USA",0,5382.8,4.0,0.0,0.0,-5382.8,-100.0,단종(작년만),당일
OUT1760,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> <span style=""background-color:#ffff00;""><strong> [Beautiful  Korea]</strong></span> 전국 일주 7박 8일",8,3598.0,2.0,0.0,0.0,-3598.0,-100.0,단종(작년만),4박+
OUT1767,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> <span style=""background-color:#ffff00;""><strong>[Beautiful  Korea]</strong></span> 강원 /동해/ 부산  4박5일",5,0.0,0.0,3078.0,2.0,3078.0,100.0,신규(올해만),4박+
OUT1773,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> <span style=""background-color:#FFD580;""><strong>[단풍]</strong></span> 전국 6박7일",7,5268.0,2.0,1999.0,1.0,-3269.0,-62.05391040242977,동시운영,4박+
OUT1786,"<span style=""color:#014099;""><strong>[All]</strong></span> K-shuttle cultural history 5 Days",5,3177.0,3.0,0.0,0.0,-3177.0,-100.0,단종(작년만),4박+
OUT1798,"<span style=""color:#1fc3c5;""><strong>[달라스 단독]</strong></span> [두바이 직항]  두바이/아부다비 완전일주_7일",7,36170.18,12.0,0.0,0.0,-36170.18,-100.0,단종(작년만),4박+
OUT1818,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span> 2025년 디스커버리 멕시코 리비에라 7박8일",8,7534.0,6.0,0.0,0.0,-7534.0,-100.0,단종(작년만),4박+
OUT1819,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 2025년 디스커버리 멕시코 리비에라 7박8일",8,5957.0,3.0,0.0,0.0,-5957.0,-100.0,단종(작년만),4박+
OUT1821,[항공권] 그룹항공권 ,1,10800.0,31.0,0.0,0.0,-10800.0,-100.0,단종(작년만),당일
OUT1829,"<span style=""color:#014099;""><strong>[전지역출발]</span><span style=""color:#ff0000;"">[실속]</span></strong> [감성충전] 2025 이탈리아 일주 7일",7,49386.7,18.0,0.0,0.0,-49386.7,-100.0,단종(작년만),4박+
OUT1829,"<span style=""color:#014099;""><strong>[전지역출발]</span><span style=""color:#ff0000;"">[실속]</span></strong> [감성충전] 이탈리아 일주 7일",7,6700.02,2.0,0.0,0.0,-6700.02,-100.0,단종(작년만),4박+
OUT1838,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> [고품격] 왕의 귀환 고대문명의 이집트 일주 10일",10,40133.81,9.0,75429.68000000001,18.0,35295.87000000001,87.94547539842345,동시운영,4박+
OUT1839,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> [고품격] 왕의 귀환 고대문명의 이집트 일주 11일",11,42636.94,11.0,49972.68,10.0,7335.739999999998,17.205127760106606,동시운영,4박+
OUT1851,"<span style=""color:#014099;""><strong>[전지역출발]</span><span style=""color:#ff0000;""> [크리스마스 스페셜]</span> Feliz Navidad 스페인 & 안도라 공화국 2국 5박 7일",7,5871.22,2.0,0.0,0.0,-5871.22,-100.0,단종(작년만),4박+
OUT1854,"<span style=""color:#008000;""><strong>[현지조인]</strong></span> 노블 전국일주 9박10일",10,4538.0,2.0,0.0,0.0,-4538.0,-100.0,단종(작년만),4박+
OUT1879,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>페루 Full Tour 6박 8일(무지개산/소금광산/리마 시티 포함)",8,49283.12,12.0,0.0,0.0,-49283.12,-100.0,단종(작년만),4박+
OUT1933,"<span style=""color:#042889;""><strong>[산호세출발]</strong></span>[단독] 동유럽 삼형제 9일_완전일주(체코,오스트리아,헝가리)",9,132480.6,35.0,0.0,0.0,-132480.6,-100.0,단종(작년만),4박+
OUT1942,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>VACATION EXPRESS",1,56120.98,34.0,3376.0,2.0,-52744.98,-93.98442436322387,동시운영,당일
OUT1970,"<span style=""color:#1fc3c5;""><strong>[달라스출발]</strong></span>[중미의 진주] 코스타리카 4박5일",5,2146.73,1.0,0.0,0.0,-2146.73,-100.0,단종(작년만),4박+
OUT1972,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[봄꽃 _ Beautiful Korea]  전국 7박 8일",8,41724.65,21.0,0.0,0.0,-41724.65,-100.0,단종(작년만),4박+
OUT1973,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>북해도 겨울여행(삿포로겨울과 온천과의만남) 3박4일",4,5444.62,2.0,0.0,0.0,-5444.62,-100.0,단종(작년만),2~3박
OUT1976,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 2025년  일본 오사카 가을여행 4박5일",5,0.0,0.0,3252.6,2.0,3252.6,100.0,신규(올해만),4박+
OUT1978,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>도쿄&하코네 4박 5일 (2025년 1월-5월까지)",5,7109.6,4.0,0.0,0.0,-7109.6,-100.0,단종(작년만),4박+
OUT1997,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 대만 완전 일주 7박 9일",9,24766.300000000003,10.0,0.0,0.0,-24766.300000000003,-100.0,단종(작년만),4박+
OUT2007,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [취향저격] 4일간 독일과 동유럽 4국(오스트리아·체코·헝가리·슬로바키아) 12일",12,0.0,0.0,21047.66,4.0,21047.66,100.0,신규(올해만),4박+
OUT2007,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [취향저격]독일+동유럽 3국 12일",12,52948.86,11.0,0.0,0.0,-52948.86,-100.0,단종(작년만),4박+
OUT2011,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [동화같은 동유럽] 2026 동유럽 3국(체코·오스트리아·헝가리) 9일",9,0.0,0.0,21802.01,6.0,21802.01,100.0,신규(올해만),4박+
OUT2011,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[동화같은 동유럽] 3개국 9일 (체코, 오스트리아, 헝가리)",9,51332.68,15.0,0.0,0.0,-51332.68,-100.0,단종(작년만),4박+
OUT2026,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span> 볼리비아 _남미 3개국 13박15일",15,16102.16,2.0,0.0,0.0,-16102.16,-100.0,단종(작년만),4박+
OUT2027,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>New [럭셔리] 발데즈 코스 & 골든 서클 코스 완전 일주 6박8일",8,7854.48,2.0,0.0,0.0,-7854.48,-100.0,단종(작년만),4박+
OUT2027,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[프리미엄] 알래스카 골든 서클 완전일주 6박 8일",8,0.0,0.0,8210.0,3.0,8210.0,100.0,신규(올해만),4박+
OUT2032,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>일본 전국일주 9일",9,24202.04,6.0,0.0,0.0,-24202.04,-100.0,단종(작년만),4박+
OUT2035,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>코카서스 3국(아제르바이잔, 조지아, 아르메니아)_12일",12,3029.0,1.0,0.0,0.0,-3029.0,-100.0,단종(작년만),4박+
OUT2035,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>코카서스 3국(아제르바이잔·조지아·아르메니아) 12일",12,0.0,0.0,6180.0,2.0,6180.0,100.0,신규(올해만),4박+
OUT2038,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[하계] 밴쿠버+록키 4박5일",5,3762.0,3.0,9984.1,6.0,6222.1,165.39340776182883,동시운영,4박+
OUT2043,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[하계] 밴쿠버+록키 5박6일",6,0.0,0.0,15938.04,10.0,15938.04,100.0,신규(올해만),4박+
OUT2044,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[하계] 씨애틀+록키 4박5일",5,0.0,0.0,7754.0,6.0,7754.0,100.0,신규(올해만),4박+
OUT2045,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[하계] 시애틀+록키 5박6일",6,3942.34,2.0,7822.32,4.0,3879.9799999999996,98.41819832891125,동시운영,4박+
OUT2055,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>2025년 차 병원 건강검진",1,3550.0,3.0,0.0,0.0,-3550.0,-100.0,단종(작년만),당일
OUT2065,"<span style=""color:#1fc3c5;""><strong>[달라스출발]</strong></span>푸른투어 & DK 라디오와 함께하는 발트 3국 + 핀란드 10일",10,36249.28,8.0,0.0,0.0,-36249.28,-100.0,단종(작년만),4박+
OUT2072,"<span style=""color:#36b924;""><strong>[시애틀출발]</strong></span>[하계] 시애틀+록키 5박6일",6,0.0,0.0,4811.16,3.0,4811.16,100.0,신규(올해만),4박+
OUT2075,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>코스타리카 골프 5박6일",6,0.0,0.0,7406.78,4.0,7406.78,100.0,신규(올해만),4박+
OUT2077,"<span style=""color:#014099;""><strong>[롯데관광]</strong></span> 온천천국 니가타 4일",4,2820.0,2.0,0.0,0.0,-2820.0,-100.0,단종(작년만),2~3박
OUT2093,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[남도 식도락] 전주/여수/순천/남원 2박 3일",3,1198.0,2.0,0.0,0.0,-1198.0,-100.0,단종(작년만),2~3박
OUT2115,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 하와이 5박6일",6,5388.0,2.0,0.0,0.0,-5388.0,-100.0,단종(작년만),4박+
OUT2192,"<span style=""color:#014099;""><strong>[전지역출발]</span> [Amazing] 2026 이탈리아 완전일주 10일",10,0.0,0.0,20062.52,6.0,20062.52,100.0,신규(올해만),4박+
OUT2196,"<span style=""color:#014099;""><strong>[전지역출발]</span></strong>[스마트] 2026 이탈리아 일주 7일",7,0.0,0.0,56119.89,19.0,56119.89,100.0,신규(올해만),4박+
OUT2196,"<span style=""color:#014099;""><strong>[전지역출발]</span></strong>[스마트]2026년 이탈리아 일주 7일",7,0.0,0.0,8360.0,4.0,8360.0,100.0,신규(올해만),4박+
OUT2209,"<span style=""color:#ed106c;""><strong>[애틀랜타출발]</strong></span>LUXURY HEALING 코스타리카 5박 6일 - NO TIP ! NO OPTION !",6,0.0,0.0,7880.0,4.0,7880.0,100.0,신규(올해만),4박+
OUT2214,"<span style=""color:#4d1eab;""><strong>[갈베스톤 출발]</strong></span> 2026 MSC 웨스턴 캐리비안 크루즈(MSC Seascape) 8일",8,0.0,0.0,38364.0,21.0,38364.0,100.0,신규(올해만),4박+
OUT2227,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [Los Lagos 온천 호텔 2박] 코스타리카 4박 5일",5,0.0,0.0,15028.68,8.0,15028.68,100.0,신규(올해만),4박+
OUT2227,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>LOS LAGOS 온천 호텔 2박 코스타리카 4박 5일",5,0.0,0.0,26392.539999999997,18.0,26392.539999999997,100.0,신규(올해만),4박+
OUT2228,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [Los Lagos 온천 호텔 2박] 코스타리카 5박 6일",6,0.0,0.0,19370.05,9.0,19370.05,100.0,신규(올해만),4박+
OUT2228,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>LOS LAGOS 온천 호텔 2박 코스타리카 5박 6일",6,0.0,0.0,56839.75,33.0,56839.75,100.0,신규(올해만),4박+
OUT2255,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [시간을 걷다] 발칸+동유럽 6국 11일 (독일·헝가리·오스트리아·체코·슬로베니아·크로아티아)",11,0.0,0.0,59147.81,15.0,59147.81,100.0,신규(올해만),4박+
OUT2255,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[시간을 걷다] 발칸/동유럽 6국 11일(독일/헝가리/오스트리아/체코/슬로베니아/크로아티아)",11,0.0,0.0,8947.66,2.0,8947.66,100.0,신규(올해만),4박+
OUT2256,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>2026년 알라스카 크루즈-로얄 프린세스",8,0.0,0.0,44280.48,14.0,44280.48,100.0,신규(올해만),4박+
OUT2257,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>2026년 알라스카 크루즈-스타 프린세스",8,0.0,0.0,89074.82,30.0,89074.82,100.0,신규(올해만),4박+
OUT2275,"<span style=""color:#1fc3c5;""><strong>[달라스단독]</strong></span>[이베리아 반도의 황홀한 유혹] 스페인,포르투갈,안도라 공화국_12일",12,0.0,0.0,71329.28,17.0,71329.28,100.0,신규(올해만),4박+
OUT2282,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>한민족의 영산 백두산과 하얼빈 빙설대축제 9일",9,0.0,0.0,18020.620000000003,7.0,18020.620000000003,100.0,신규(올해만),4박+
OUT2292,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[푸른블루] 지중해 크루즈 11일",10,0.0,0.0,9623.46,2.0,9623.46,100.0,신규(올해만),4박+
OUT2294,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span>온천이 품은 낙원 힐링 코스타리카 4박5일 -푸른 단독",5,0.0,0.0,25876.63,14.0,25876.63,100.0,신규(올해만),4박+
OUT2298,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>코스타리카 5박6일 골프투어(골프3회)",6,0.0,0.0,4000.0,2.0,4000.0,100.0,신규(올해만),4박+
OUT2309,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span>[스마트]튀르키예 성지순례 7일",7,0.0,0.0,23586.46,11.0,23586.46,100.0,신규(올해만),4박+
OUT2314,"<span style=""color:#042889;""><strong>[샌프란시스코출발]</strong></span>[단독] 2026 크로아티아 + 슬로베니아 9일",9,0.0,0.0,21924.25,8.0,21924.25,100.0,신규(올해만),4박+
OUT2316,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Beautiful Korea 전국 일주 6박 7일",7,0.0,0.0,41220.66,22.0,41220.66,100.0,신규(올해만),4박+
OUT2317,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Beautiful Korea 동해·영남 감성 완주 3박 4일",4,0.0,0.0,6365.0,5.0,6365.0,100.0,신규(올해만),2~3박
OUT2329,[항공권]에어프레미아 - PSS,1,0.0,0.0,150889.46000000002,105.0,150889.46000000002,100.0,신규(올해만),당일
OUT2331,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>[스마트]튀르키예 성지순례 9일",9,0.0,0.0,6410.0,3.0,6410.0,100.0,신규(올해만),4박+
OUT2332,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 천년의 숨결, 현대의 빛: 간사이 5대 도시 5일간의 완벽한 선물",5,0.0,0.0,4538.8,2.0,4538.8,100.0,신규(올해만),4박+
OUT2333,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Beautiful Korea 서해·남해 힐링 완주 3박 4일",4,0.0,0.0,6792.0,8.0,6792.0,100.0,신규(올해만),2~3박
OUT2340,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Beautiful  Korea 봄꽃 벚꽃 전국 6박 7일",7,0.0,0.0,3398.0,2.0,3398.0,100.0,신규(올해만),4박+
OUT2340,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Beautiful Korea 봄꽃벚꽃 전국 6박 7일",7,0.0,0.0,32314.06,11.0,32314.06,100.0,신규(올해만),4박+
OUT2342,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Beautiful Korea 봄꽃벚꽃 남도 3박 4일",4,0.0,0.0,1798.0,2.0,1798.0,100.0,신규(올해만),2~3박
OUT2347,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 2026 일본 일주 10일",10,0.0,0.0,7112.0,2.0,7112.0,100.0,신규(올해만),4박+
OUT2347,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 식도락 천국 일본 가로지르기: 일본 완전정복 10일",10,0.0,0.0,17585.06,4.0,17585.06,100.0,신규(올해만),4박+
OUT2348,"<span style=""color:#014099;""><strong>[All]</strong></span> World Heritage Korea with Seoul (SUN)",11,0.0,0.0,19275.72,4.0,19275.72,100.0,신규(올해만),4박+
OUT2349,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Beautiful  Korea 전국일주K골든로드+제주 8박9일",9,0.0,0.0,9396.0,4.0,9396.0,100.0,신규(올해만),4박+
OUT2349,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Beautiful Korea 전국일주 K골든로드+제주 8박 9일",9,0.0,0.0,20854.92,6.0,20854.92,100.0,신규(올해만),4박+
OUT2364,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [4개의 나라 4배의 감동] 대만+베트남+태국+싱가포르 하이라이트 동남아 여행 10박 12일",12,0.0,0.0,41382.08,9.0,41382.08,100.0,신규(올해만),4박+
OUT2367,"<span style=""color:#014099;""><strong>[전지역출발]</span></strong> [클래식][태양을 품은 황금빛 지중해] 스페인 일주 9일",9,0.0,0.0,26884.58,8.0,26884.58,100.0,신규(올해만),4박+
OUT2369,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>2026년 차 병원 건강검진",1,0.0,0.0,2790.53,1.0,2790.53,100.0,신규(올해만),당일
OUT2370,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>Joseph Hue PGA 티칭 프로 동행 Tampa Bay 명품 골프 투어 3박4일",4,0.0,0.0,28006.77,15.0,28006.77,100.0,신규(올해만),2~3박
OUT2373,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> Wonderful Japan 봄꽃벚꽃 일본일주 10일",10,0.0,0.0,20551.46,5.0,20551.46,100.0,신규(올해만),4박+
OUT2380,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 백두산(서파북파)+북경+상해(항주) 8박 9일",9,0.0,0.0,8306.06,2.0,8306.06,100.0,신규(올해만),4박+
OUT2380,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>백두산(서파북파) 북경 상해(항주) 8박9일",9,0.0,0.0,3998.0,2.0,3998.0,100.0,신규(올해만),4박+
OUT2387,"<span style=""color:#1fc3c5;""><strong>[달라스단독]</strong></span> 한반도의 절경과 제주의 낭만 완벽일주 11일",11,0.0,0.0,47800.3,14.0,47800.3,100.0,신규(올해만),4박+
OUT2408,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> [찬란한 고대 문명의 발상지] 이집트 일주 11일",11,0.0,0.0,3590.0,1.0,3590.0,100.0,신규(올해만),4박+
OUT2415,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [NO옵션] 베트남 하노이+하롱베이 3박 5일",5,0.0,0.0,2095.6,2.0,2095.6,100.0,신규(올해만),4박+
OUT2430,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 일곱 교회의 발자취를 따라가는 튀르키예 성지순례 9일",9,0.0,0.0,29782.07,9.0,29782.07,100.0,신규(올해만),4박+
OUT2434,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [눈부신 햇살속의 휴식, 4월 지중해에서 온 초대] 2027 프린세스 서지중해 크루즈 10일",10,0.0,0.0,2449.0,1.0,2449.0,100.0,신규(올해만),4박+
OUT2436,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span> 권수미 모국 관광 단독",14,0.0,0.0,24396.0,6.0,24396.0,100.0,신규(올해만),4박+
OUT2440,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> PGA 티칭 프로와 함께하는 캐나다 퀘벡 프리미엄 골프 투어 4박 5일",5,0.0,0.0,40783.0,17.0,40783.0,100.0,신규(올해만),4박+
OUT2450,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [푸른, 여기 어때 1탄] 발트 3국 8일",8,0.0,0.0,6603.46,2.0,6603.46,100.0,신규(올해만),4박+
OUT450,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>디스커버리 프린세스 알래스카 크루즈 7박8일-시애틀 출발",8,47761.280000000006,17.0,0.0,0.0,-47761.280000000006,-100.0,단종(작년만),4박+
OUT471,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 하와이 3박4일",4,14195.2,7.0,5570.0,6.0,-8625.2,-60.761384129846704,동시운영,2~3박
OUT472,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 하와이 4박5일",5,5966.8,2.0,0.0,0.0,-5966.8,-100.0,단종(작년만),4박+
OUT500,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>칸쿤 자유여행 4박5일",5,9472.74,9.0,0.0,0.0,-9472.74,-100.0,단종(작년만),4박+
OUT510,[항공권] 대한항공,1,1221150.6800000002,639.0,1287010.63,609.0,65859.94999999972,5.393269731463419,동시운영,당일
OUT511,[항공권] 아시아나항공,1,180040.2,99.0,182964.27,133.0,2924.069999999978,1.62412061306307,동시운영,당일
OUT512,[항공권] 국내선-모든항공,1,27836.440000000002,49.0,26882.54,58.0,-953.9000000000015,-3.4268031400567076,동시운영,당일
OUT513,"[항공권] 국제선-[EX OZ,KE]",1,48228.6,45.0,32185.07,26.0,-16043.529999999999,-33.265593444553645,동시운영,당일
OUT529,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>코스타리카 4박 6일",6,4896.0,4.0,0.0,0.0,-4896.0,-100.0,단종(작년만),4박+
OUT533,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>칸쿤 3박4일",4,17104.34,13.0,2460.04,4.0,-14644.3,-85.61745147722742,동시운영,2~3박
OUT534,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>칸쿤 4박5일",5,11943.41,6.0,0.0,0.0,-11943.41,-100.0,단종(작년만),4박+
OUT536,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>칸쿤 6박7일",7,4559.5,2.0,0.0,0.0,-4559.5,-100.0,단종(작년만),4박+
OUT544,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>멕시코 크루즈 3박4일",4,1570.6,2.0,0.0,0.0,-1570.6,-100.0,단종(작년만),2~3박
OUT616,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>우리가 함께 할 수 있는 이시간, 그리스 산토리니 1박+ 메테오라 9일",9,3288.47,1.0,0.0,0.0,-3288.47,-100.0,단종(작년만),4박+
OUT755," <span style=""color:#1E90FF;""><strong> [LA출발]</strong></span> 멕시코 중부일주, 아즈텍문명을 만나다 5일",5,4718.0,4.0,0.0,0.0,-4718.0,-100.0,단종(작년만),4박+
OUT755," <span style=""color:#1E90FF;""><strong>[LA출발]</strong></span> [아즈텍 문명을 만나다] 멕시코 중부 일주 5일",5,0.0,0.0,3884.28,2.0,3884.28,100.0,신규(올해만),4박+
OUT758,"<span style=""color:#1fc3c5;""><strong>[달라스출발]</strong></span>[달라스 단독]멕시코 중부일주, 아즈텍문명을 만나다 5일",5,0.0,0.0,21879.25,12.0,21879.25,100.0,신규(올해만),4박+
OUT759,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [아즈텍 문명을 만나다] 멕시코 중부 일주 5일",5,0.0,0.0,4681.36,2.0,4681.36,100.0,신규(올해만),4박+
OUT759,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 멕시코 중부일주, 아즈텍문명을 만나다 5일",5,10402.380000000001,6.0,13408.96,8.0,3006.579999999998,28.902808780298333,동시운영,4박+
OUT799,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [명불허전] 2025 크로아티아 + 슬로베니아 9일",9,60177.0,23.0,0.0,0.0,-60177.0,-100.0,단종(작년만),4박+
SCO1551,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-수 오전/도착",10,109640.0,67.0,21900.0,13.0,-87740.0,-80.02553812477198,동시운영,4박+
SCO1551,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-수 오전/도착",10,0.0,0.0,122300.0,70.0,122300.0,100.0,신규(올해만),4박+
SCO1552,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-목 오전/도착",10,70072.0,40.0,29300.0,17.0,-40772.0,-58.18586596643453,동시운영,4박+
SCO1552,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-목 오전/도착",10,0.0,0.0,42810.0,24.0,42810.0,100.0,신규(올해만),4박+
SCO1560,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-수 오후/도착",10,50131.0,29.0,16500.0,10.0,-33631.0,-67.08623406674513,동시운영,4박+
SCO1560,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-수 오후/도착",10,0.0,0.0,6600.0,4.0,6600.0,100.0,신규(올해만),4박+
